B [Gauss],X  [Volt],Y  [Volt], time [ms]
3.59E+03,2.46E-02,7.06E-05,2930
3.59E+03,2.47E-02,6.01E-05,2940
3.59E+03,2.48E-02,5.05E-05,2950
3.59E+03,2.50E-02,3.91E-05,2960
3.59E+03,2.51E-02,2.86E-05,2970
3.59E+03,2.52E-02,1.72E-05,2980
3.59E+03,2.54E-02,7.63E-06,2990
3.59E+03,2.55E-02,0.00E+00,3000
3.59E+03,2.56E-02,-1.05E-05,3010
3.59E+03,2.58E-02,-2.00E-05,3020
3.59E+03,2.59E-02,-3.05E-05,3030
3.59E+03,2.61E-02,-4.39E-05,3040
3.59E+03,2.62E-02,-5.34E-05,3050
3.59E+03,2.63E-02,-6.01E-05,3060
3.59E+03,2.65E-02,-7.06E-05,3070
3.59E+03,2.66E-02,-7.92E-05,3080
3.59E+03,2.68E-02,-8.68E-05,3090
3.59E+03,2.69E-02,-9.54E-05,3100
3.59E+03,2.71E-02,-1.04E-04,3110
3.59E+03,2.73E-02,-1.15E-04,3120
3.59E+03,2.75E-02,-1.25E-04,3130
3.59E+03,2.76E-02,-1.34E-04,3140
3.59E+03,2.77E-02,-1.46E-04,3150
3.59E+03,2.79E-02,-1.59E-04,3160
3.59E+03,2.81E-02,-1.72E-04,3170
3.59E+03,2.82E-02,-1.85E-04,3180
3.59E+03,2.84E-02,-1.97E-04,3190
3.59E+03,2.86E-02,-2.06E-04,3200
3.59E+03,2.87E-02,-2.16E-04,3210
3.59E+03,2.89E-02,-2.22E-04,3220
3.59E+03,2.91E-02,-2.29E-04,3230
3.59E+03,2.93E-02,-2.36E-04,3240
3.59E+03,2.95E-02,-2.39E-04,3250
3.59E+03,2.96E-02,-2.42E-04,3260
3.59E+03,2.98E-02,-2.42E-04,3270
3.59E+03,3.00E-02,-2.42E-04,3280
3.59E+03,3.02E-02,-2.39E-04,3290
3.59E+03,3.04E-02,-2.37E-04,3300
3.59E+03,3.05E-02,-2.32E-04,3310
3.59E+03,3.07E-02,-2.28E-04,3320
3.59E+03,3.09E-02,-2.20E-04,3330
3.59E+03,3.10E-02,-2.12E-04,3340
3.59E+03,3.12E-02,-2.01E-04,3350
3.59E+03,3.14E-02,-1.89E-04,3360
3.59E+03,3.16E-02,-1.75E-04,3370
3.59E+03,3.18E-02,-1.60E-04,3380
3.59E+03,3.20E-02,-1.46E-04,3390
3.59E+03,3.23E-02,-1.26E-04,3400
3.59E+03,3.25E-02,-1.11E-04,3410
3.59E+03,3.26E-02,-9.82E-05,3420
3.59E+03,3.28E-02,-8.30E-05,3430
3.59E+03,3.31E-02,-6.39E-05,3440
3.59E+03,3.33E-02,-4.96E-05,3450
3.59E+03,3.34E-02,-4.01E-05,3460
3.59E+03,3.36E-02,-2.77E-05,3470
3.59E+03,3.39E-02,-1.72E-05,3480
3.59E+03,3.41E-02,-7.63E-06,3490
3.59E+03,3.43E-02,0.00E+00,3500
3.59E+03,3.45E-02,8.58E-06,3510
3.59E+03,3.47E-02,1.53E-05,3520
3.59E+03,3.49E-02,2.00E-05,3530
3.59E+03,3.51E-02,2.38E-05,3540
3.59E+03,3.54E-02,2.77E-05,3550
3.59E+03,3.56E-02,2.96E-05,3560
3.59E+03,3.58E-02,3.15E-05,3570
3.59E+03,3.60E-02,3.43E-05,3580
3.59E+03,3.63E-02,3.72E-05,3590
3.59E+03,3.66E-02,3.91E-05,3600
3.59E+03,3.68E-02,4.29E-05,3610
3.59E+03,3.71E-02,4.77E-05,3620
3.59E+03,3.73E-02,5.25E-05,3630
3.59E+03,3.76E-02,5.82E-05,3640
3.59E+03,3.78E-02,6.20E-05,3650
3.59E+03,3.81E-02,6.77E-05,3660
3.59E+03,3.83E-02,7.25E-05,3670
3.59E+03,3.86E-02,7.72E-05,3680
3.59E+03,3.89E-02,8.20E-05,3690
3.59E+03,3.92E-02,8.58E-05,3700
3.59E+03,3.95E-02,8.96E-05,3710
3.59E+03,3.98E-02,9.25E-05,3720
3.59E+03,4.02E-02,9.73E-05,3730
3.59E+03,4.05E-02,1.02E-04,3740
3.59E+03,4.07E-02,1.06E-04,3750
3.59E+03,4.10E-02,1.12E-04,3760
3.59E+03,4.13E-02,1.18E-04,3770
3.59E+03,4.16E-02,1.26E-04,3780
3.59E+03,4.20E-02,1.34E-04,3790
3.59E+03,4.23E-02,1.43E-04,3800
3.59E+03,4.26E-02,1.53E-04,3810
3.59E+03,4.29E-02,1.60E-04,3820
3.59E+03,4.34E-02,1.68E-04,3830
3.59E+03,4.37E-02,1.74E-04,3840
3.59E+03,4.40E-02,1.78E-04,3850
3.59E+03,4.44E-02,1.81E-04,3860
3.59E+03,4.47E-02,1.84E-04,3870
3.59E+03,4.51E-02,1.86E-04,3880
3.59E+03,4.54E-02,1.86E-04,3890
3.59E+03,4.58E-02,1.86E-04,3900
3.59E+03,4.61E-02,1.83E-04,3910
3.59E+03,4.65E-02,1.80E-04,3920
3.59E+03,4.68E-02,1.75E-04,3930
3.59E+03,4.72E-02,1.69E-04,3940
3.59E+03,4.74E-02,1.63E-04,3950
3.59E+03,4.78E-02,1.53E-04,3960
3.59E+03,4.83E-02,1.39E-04,3970
3.59E+03,4.86E-02,1.28E-04,3980
3.59E+03,4.89E-02,1.18E-04,3990
3.59E+03,4.93E-02,1.06E-04,4000
3.59E+03,4.96E-02,9.44E-05,4010
3.59E+03,5.00E-02,8.30E-05,4020
3.59E+03,5.04E-02,7.25E-05,4030
3.59E+03,5.08E-02,6.20E-05,4040
3.59E+03,5.12E-02,5.34E-05,4050
3.59E+03,5.16E-02,4.58E-05,4060
3.59E+03,5.20E-02,3.91E-05,4070
3.59E+03,5.25E-02,3.34E-05,4080
3.59E+03,5.29E-02,2.77E-05,4090
3.59E+03,5.34E-02,2.19E-05,4100
3.59E+03,5.38E-02,1.53E-05,4110
3.59E+03,5.43E-02,8.58E-06,4120
3.59E+03,5.47E-02,9.54E-07,4130
3.59E+03,5.52E-02,-6.68E-06,4140
3.59E+03,5.57E-02,-1.43E-05,4150
3.59E+03,5.62E-02,-2.19E-05,4160
3.59E+03,5.66E-02,-2.77E-05,4170
3.59E+03,5.71E-02,-3.24E-05,4180
3.59E+03,5.78E-02,-3.62E-05,4190
3.59E+03,5.83E-02,-3.91E-05,4200
3.59E+03,5.87E-02,-4.01E-05,4210
3.59E+03,5.91E-02,-4.29E-05,4220
3.59E+03,5.96E-02,-4.48E-05,4230
3.59E+03,6.03E-02,-4.67E-05,4240
3.59E+03,6.08E-02,-4.77E-05,4250
3.59E+03,6.13E-02,-4.86E-05,4260
3.59E+03,6.18E-02,-4.96E-05,4270
3.59E+03,6.24E-02,-5.05E-05,4280
3.59E+03,6.30E-02,-5.15E-05,4290
3.59E+03,6.36E-02,-5.34E-05,4300
3.59E+03,6.42E-02,-5.63E-05,4310
3.59E+03,6.48E-02,-5.91E-05,4320
3.59E+03,6.54E-02,-6.29E-05,4330
3.59E+03,6.60E-02,-6.77E-05,4340
3.59E+03,6.67E-02,-7.44E-05,4350
3.59E+03,6.75E-02,-8.49E-05,4360
3.59E+03,6.81E-02,-9.35E-05,4370
3.59E+03,6.88E-02,-1.03E-04,4380
3.59E+03,6.94E-02,-1.13E-04,4390
3.59E+03,7.00E-02,-1.22E-04,4400
3.59E+03,7.06E-02,-1.34E-04,4410
3.59E+03,7.15E-02,-1.47E-04,4420
3.59E+03,7.22E-02,-1.57E-04,4430
3.59E+03,7.27E-02,-1.65E-04,4440
3.59E+03,7.34E-02,-1.75E-04,4450
3.59E+03,7.44E-02,-1.87E-04,4460
3.59E+03,7.51E-02,-1.96E-04,4470
3.59E+03,7.56E-02,-2.00E-04,4480
3.59E+03,7.63E-02,-2.07E-04,4490
3.59E+03,7.73E-02,-2.13E-04,4500
3.59E+03,7.80E-02,-2.15E-04,4510
3.59E+03,7.86E-02,-2.15E-04,4520
3.59E+03,7.94E-02,-2.13E-04,4530
3.59E+03,8.01E-02,-2.09E-04,4540
3.59E+03,8.09E-02,-2.02E-04,4550
3.59E+03,8.17E-02,-1.96E-04,4560
3.59E+03,8.25E-02,-1.87E-04,4570
3.59E+03,8.33E-02,-1.78E-04,4580
3.59E+03,8.41E-02,-1.69E-04,4590
